,Division,Gender,Gap,10_Result,12_Result,Sem1,Sem2,Sem3,Sem4,Sem5,Caste,admission_category
3103,622,622,0.0,3.0,3.0,2.0,7.0,3.0,3.0,4.0,622,622
3104,623,623,0.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,623,623
3105,624,624,0.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,624,624
3106,609,609,0.0,4.0,4.0,6.0,7.0,6.0,6.0,7.0,609,609
3107,608,608,0.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,608,608
3108,607,607,0.0,3.0,3.0,5.0,6.0,6.0,6.0,7.0,607,607
3111,598,598,0.0,3.0,3.0,7.0,7.0,3.0,5.0,4.0,598,598
3112,592,592,0.0,3.0,3.0,3.0,7.0,3.0,3.0,5.0,592,592
3113,593,593,0.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,593,593
3114,594,594,0.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,594,594
3115,595,595,0.0,4.0,4.0,5.0,5.0,7.0,7.0,6.0,595,595
3116,596,596,0.0,4.0,4.0,6.0,5.0,5.0,5.0,6.0,596,596
3117,597,597,0.0,4.0,4.0,6.0,5.0,5.0,5.0,5.0,597,597
3118,599,599,0.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,599,599
3119,606,606,0.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,606,606
3120,600,600,0.0,4.0,4.0,7.0,6.0,7.0,7.0,7.0,600,600
3121,601,601,0.0,3.0,3.0,6.0,7.0,7.0,6.0,6.0,601,601
3124,602,602,0.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,602,602
3125,603,603,0.0,3.0,3.0,4.0,3.0,3.0,4.0,6.0,603,603
3126,604,604,0.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,604,604
3128,605,605,0.0,4.0,4.0,4.0,5.0,6.0,5.0,5.0,605,605
3129,625,625,0.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,625,625
3130,627,627,0.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,627,627
3133,662,662,0.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,662,662
3134,628,628,0.0,4.0,4.0,3.0,4.0,5.0,6.0,5.0,628,628
3136,647,647,0.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,647,647
3137,648,648,0.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,648,648
3138,649,649,0.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,649,649
3139,650,650,0.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,650,650
3140,651,651,0.0,4.0,4.0,6.0,5.0,6.0,7.0,6.0,651,651
3141,652,652,0.0,3.0,3.0,3.0,7.0,4.0,7.0,4.0,652,652
3142,653,653,0.0,3.0,3.0,4.0,3.0,5.0,6.0,5.0,653,653
3143,654,654,0.0,4.0,4.0,4.0,4.0,5.0,6.0,5.0,654,654
3144,655,655,0.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,655,655
3145,656,656,0.0,4.0,4.0,5.0,6.0,6.0,7.0,6.0,656,656
3146,657,657,0.0,3.0,3.0,2.0,7.0,4.0,5.0,4.0,657,657
3147,658,658,0.0,3.0,3.0,4.0,5.0,4.0,3.0,6.0,658,658
3148,659,659,0.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,659,659
3149,660,660,0.0,2.0,2.0,2.0,7.0,5.0,3.0,6.0,660,660
3150,661,661,0.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,661,661
3151,646,646,0.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,646,646
3152,645,645,0.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,645,645
3153,644,644,0.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,644,644
3154,635,635,0.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,635,635
3155,629,629,0.0,3.0,3.0,2.0,7.0,3.0,4.0,3.0,629,629
3156,630,630,0.0,4.0,4.0,3.0,3.0,3.0,5.0,6.0,630,630
3157,631,631,0.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,631,631
3158,632,632,0.0,3.0,3.0,3.0,3.0,4.0,4.0,6.0,632,632
3159,633,633,0.0,4.0,4.0,6.0,6.0,5.0,6.0,6.0,633,633
3162,634,634,,4.0,4.0,7.0,7.0,7.0,7.0,7.0,634,634
3163,636,636,,4.0,4.0,7.0,7.0,7.0,7.0,7.0,636,636
3164,643,643,,4.0,4.0,7.0,7.0,7.0,7.0,7.0,643,643
3165,637,637,,4.0,4.0,6.0,7.0,7.0,7.0,7.0,637,637
3166,638,638,,4.0,4.0,6.0,6.0,7.0,7.0,7.0,638,638
3167,639,639,,4.0,4.0,7.0,7.0,7.0,7.0,6.0,639,639
3168,640,640,,4.0,4.0,7.0,6.0,7.0,7.0,7.0,640,640
3169,641,641,,4.0,4.0,5.0,7.0,7.0,7.0,7.0,641,641
3171,642,642,,4.0,4.0,7.0,6.0,6.0,7.0,6.0,642,642
3172,663,663,,4.0,4.0,6.0,6.0,6.0,7.0,6.0,663,663
3174,738,738,,4.0,4.0,6.0,6.0,7.0,7.0,6.0,738,738
3177,811,811,,4.0,4.0,6.0,6.0,7.0,7.0,6.0,811,811
3179,739,739,,4.0,4.0,6.0,6.0,6.0,7.0,7.0,739,739
3180,832,832,,4.0,4.0,5.0,7.0,6.0,6.0,6.0,832,832
3181,833,833,,4.0,4.0,5.0,5.0,6.0,7.0,6.0,833,833
3182,834,834,,3.0,3.0,7.0,5.0,6.0,6.0,6.0,834,834
3183,835,835,,4.0,4.0,5.0,6.0,6.0,6.0,6.0,835,835
3185,836,836,,4.0,4.0,6.0,6.0,6.0,7.0,5.0,836,836
3187,837,837,,4.0,4.0,6.0,5.0,5.0,6.0,6.0,837,837
3188,838,838,,4.0,4.0,6.0,5.0,6.0,7.0,6.0,838,838
3190,839,839,,4.0,4.0,6.0,5.0,6.0,6.0,6.0,839,839
3191,840,840,,4.0,4.0,5.0,7.0,5.0,5.0,6.0,840,840
3193,841,841,,4.0,4.0,6.0,6.0,6.0,6.0,5.0,841,841
3194,842,842,,4.0,4.0,6.0,5.0,6.0,6.0,6.0,842,842
3195,843,843,,4.0,4.0,4.0,5.0,6.0,6.0,5.0,843,843
3196,844,844,,4.0,4.0,6.0,6.0,5.0,6.0,5.0,844,844
3197,845,845,,3.0,3.0,5.0,6.0,6.0,6.0,5.0,845,845
3198,846,846,,4.0,4.0,5.0,5.0,6.0,6.0,6.0,846,846
3199,831,831,,4.0,4.0,6.0,6.0,6.0,6.0,5.0,831,831
3200,830,830,,4.0,4.0,6.0,5.0,5.0,6.0,5.0,830,830
3201,829,829,,4.0,4.0,5.0,5.0,4.0,7.0,5.0,829,829
3202,820,820,,4.0,4.0,5.0,6.0,5.0,6.0,5.0,820,820
3204,814,814,,4.0,4.0,5.0,5.0,5.0,6.0,6.0,814,814
3205,815,815,,4.0,4.0,4.0,5.0,6.0,6.0,5.0,815,815
3206,816,816,,4.0,4.0,5.0,5.0,6.0,6.0,5.0,816,816
3207,817,817,,3.0,3.0,5.0,5.0,5.0,6.0,6.0,817,817
3208,818,818,,3.0,3.0,5.0,5.0,5.0,6.0,6.0,818,818
3209,819,819,,4.0,4.0,6.0,5.0,6.0,6.0,4.0,819,819
3210,821,821,,4.0,4.0,4.0,4.0,5.0,6.0,6.0,821,821
3211,828,828,,4.0,4.0,4.0,6.0,6.0,6.0,5.0,828,828
3212,822,822,,4.0,4.0,5.0,5.0,5.0,6.0,5.0,822,822
3213,823,823,,4.0,4.0,4.0,5.0,6.0,6.0,5.0,823,823
3214,824,824,,4.0,4.0,6.0,5.0,5.0,6.0,5.0,824,824
3215,825,825,,3.0,3.0,4.0,5.0,5.0,6.0,6.0,825,825
3216,826,826,,3.0,3.0,5.0,5.0,6.0,5.0,5.0,826,826
3217,827,827,,3.0,3.0,3.0,4.0,5.0,6.0,6.0,827,827
3218,847,847,,4.0,4.0,4.0,5.0,5.0,5.0,5.0,847,847
3219,849,849,,4.0,4.0,4.0,4.0,5.0,6.0,4.0,849,849
3220,884,884,,3.0,3.0,4.0,3.0,5.0,6.0,6.0,884,884
3221,850,850,,3.0,3.0,4.0,5.0,5.0,5.0,5.0,850,850
3223,869,869,,4.0,4.0,6.0,5.0,5.0,5.0,4.0,869,869
3225,870,870,,4.0,4.0,5.0,5.0,4.0,5.0,5.0,870,870
3226,871,871,,3.0,3.0,5.0,4.0,4.0,5.0,6.0,871,871
3227,872,872,,4.0,4.0,5.0,5.0,4.0,3.0,5.0,872,872
3229,873,873,,3.0,3.0,4.0,4.0,3.0,3.0,4.0,873,873
3230,874,874,,4.0,4.0,4.0,4.0,3.0,3.0,4.0,874,874
3231,875,875,,3.0,3.0,3.0,3.0,4.0,4.0,4.0,875,875
3232,876,876,,3.0,3.0,3.0,3.0,3.0,4.0,4.0,876,876
3234,877,877,,3.0,3.0,3.0,4.0,5.0,5.0,4.0,877,877
3235,878,878,,4.0,4.0,6.0,5.0,6.0,7.0,6.0,878,878
3236,879,879,,4.0,4.0,4.0,6.0,5.0,6.0,6.0,879,879
3237,880,880,,4.0,4.0,6.0,5.0,7.0,7.0,6.0,880,880
3238,881,881,,4.0,4.0,7.0,5.0,7.0,7.0,7.0,881,881
3239,882,882,,3.0,3.0,4.0,5.0,5.0,5.0,6.0,882,882
3240,883,883,,4.0,4.0,4.0,4.0,6.0,7.0,7.0,883,883
3241,868,868,,3.0,3.0,4.0,4.0,4.0,6.0,6.0,868,868
3242,867,867,,4.0,4.0,5.0,5.0,6.0,6.0,6.0,867,867
3243,866,866,,4.0,4.0,5.0,5.0,6.0,6.0,6.0,866,866
3246,857,857,,3.0,3.0,6.0,6.0,5.0,6.0,6.0,857,857
3247,851,851,,4.0,4.0,6.0,7.0,6.0,7.0,6.0,851,851
3248,852,852,,4.0,4.0,6.0,6.0,7.0,7.0,7.0,852,852
3249,853,853,,4.0,4.0,6.0,5.0,6.0,6.0,6.0,853,853
3250,854,854,,3.0,3.0,5.0,6.0,6.0,6.0,6.0,854,854
3251,855,855,,4.0,4.0,5.0,5.0,5.0,5.0,5.0,855,855
3252,856,856,,4.0,4.0,6.0,6.0,6.0,6.0,5.0,856,856
3253,858,858,,4.0,4.0,6.0,5.0,7.0,7.0,7.0,858,858
3254,865,865,,4.0,4.0,7.0,5.0,7.0,7.0,6.0,865,865
3255,859,859,,4.0,4.0,6.0,5.0,5.0,4.0,5.0,859,859
3256,860,860,,4.0,4.0,4.0,7.0,3.0,4.0,5.0,860,860
3257,861,861,,3.0,3.0,7.0,6.0,7.0,7.0,6.0,861,861
3258,862,862,,4.0,4.0,6.0,6.0,7.0,6.0,6.0,862,862
3260,863,863,,3.0,3.0,6.0,6.0,6.0,6.0,6.0,863,863
3261,864,864,,4.0,4.0,6.0,7.0,7.0,7.0,7.0,864,864
3262,813,813,,4.0,4.0,6.0,7.0,7.0,6.0,6.0,813,813
3263,848,848,,4.0,4.0,6.0,4.0,6.0,7.0,6.0,848,848
3265,812,812,,3.0,3.0,3.0,5.0,4.0,4.0,5.0,812,812
3266,774,774,,4.0,4.0,5.0,5.0,5.0,5.0,6.0,774,774
3267,758,758,,3.0,3.0,3.0,6.0,4.0,5.0,5.0,758,758
3269,759,759,,4.0,4.0,5.0,6.0,6.0,6.0,6.0,759,759
3270,760,760,,4.0,4.0,6.0,6.0,7.0,7.0,7.0,760,760
3271,761,761,,4.0,4.0,6.0,5.0,7.0,7.0,7.0,761,761
3273,762,762,,4.0,4.0,6.0,5.0,7.0,7.0,6.0,762,762
3274,763,763,,3.0,3.0,4.0,3.0,4.0,4.0,5.0,763,763
3275,764,764,,3.0,3.0,3.0,6.0,3.0,3.0,6.0,764,764
3276,765,765,,4.0,4.0,7.0,5.0,7.0,7.0,7.0,765,765
3277,766,766,,4.0,4.0,5.0,6.0,4.0,5.0,6.0,766,766
3278,767,767,,4.0,4.0,6.0,6.0,6.0,6.0,5.0,767,767
3279,768,768,,4.0,4.0,5.0,5.0,7.0,6.0,5.0,768,768
3280,769,769,,4.0,4.0,6.0,5.0,6.0,7.0,6.0,769,769
3281,770,770,,3.0,3.0,4.0,4.0,3.0,3.0,3.0,770,770
3282,771,771,,3.0,3.0,3.0,5.0,5.0,3.0,4.0,771,771
3284,772,772,,3.0,3.0,4.0,5.0,5.0,5.0,5.0,772,772
3290,757,757,,3.0,3.0,5.0,5.0,6.0,6.0,6.0,757,757
3291,756,756,,3.0,3.0,5.0,6.0,6.0,5.0,5.0,756,756
3292,755,755,,4.0,4.0,5.0,5.0,5.0,6.0,6.0,755,755
3293,746,746,,3.0,3.0,3.0,4.0,5.0,7.0,5.0,746,746
3294,740,740,,3.0,3.0,4.0,4.0,4.0,4.0,6.0,740,740
3295,741,741,,3.0,3.0,5.0,6.0,5.0,4.0,5.0,741,741
3296,742,742,,4.0,4.0,5.0,5.0,6.0,5.0,6.0,742,742
3297,743,743,,3.0,3.0,3.0,4.0,5.0,4.0,5.0,743,743
3299,744,744,,4.0,4.0,7.0,7.0,7.0,7.0,7.0,744,744
3300,745,745,,4.0,4.0,5.0,6.0,6.0,7.0,6.0,745,745
3301,747,747,,4.0,4.0,4.0,4.0,5.0,5.0,5.0,747,747
3302,754,754,,3.0,3.0,5.0,5.0,5.0,5.0,5.0,754,754
3303,748,748,,3.0,3.0,5.0,5.0,6.0,6.0,6.0,748,748
3304,749,749,,3.0,3.0,5.0,5.0,6.0,5.0,5.0,749,749
3305,750,750,,3.0,3.0,5.0,5.0,6.0,6.0,5.0,750,750
3306,751,751,,3.0,3.0,3.0,4.0,4.0,5.0,5.0,751,751
3307,752,752,,3.0,3.0,4.0,4.0,5.0,5.0,4.0,752,752
3308,753,753,,4.0,4.0,5.0,6.0,6.0,6.0,7.0,753,753
3309,773,773,,3.0,3.0,4.0,3.0,4.0,4.0,4.0,773,773
3310,775,775,,4.0,4.0,5.0,6.0,6.0,7.0,6.0,775,775
3311,810,810,,4.0,4.0,3.0,4.0,4.0,5.0,5.0,810,810
3312,776,776,,3.0,3.0,4.0,4.0,5.0,4.0,3.0,776,776
3313,795,795,,3.0,3.0,4.0,4.0,4.0,4.0,4.0,795,795
3314,796,796,,3.0,3.0,6.0,6.0,6.0,5.0,5.0,796,796
3315,797,797,,3.0,3.0,4.0,5.0,5.0,5.0,5.0,797,797
3316,798,798,,4.0,4.0,6.0,7.0,7.0,7.0,7.0,798,798
3318,799,799,,3.0,3.0,5.0,6.0,6.0,5.0,5.0,799,799
3319,800,800,,3.0,3.0,5.0,5.0,5.0,5.0,5.0,800,800
3320,801,801,,4.0,4.0,4.0,5.0,5.0,5.0,6.0,801,801
3321,802,802,,3.0,3.0,3.0,3.0,3.0,3.0,5.0,802,802
3322,803,803,,3.0,3.0,3.0,4.0,4.0,4.0,4.0,803,803
3326,804,804,,3.0,3.0,3.0,5.0,4.0,4.0,3.0,804,804
3327,805,805,,3.0,3.0,4.0,5.0,5.0,6.0,5.0,805,805
3328,806,806,,4.0,4.0,4.0,5.0,5.0,5.0,5.0,806,806
3329,807,807,,4.0,4.0,4.0,4.0,4.0,3.0,4.0,807,807
3330,808,808,,3.0,3.0,3.0,4.0,5.0,6.0,6.0,808,808
3333,809,809,,4.0,4.0,3.0,3.0,4.0,6.0,6.0,809,809
3334,794,794,,4.0,4.0,7.0,6.0,7.0,7.0,7.0,794,794
3335,793,793,,4.0,4.0,3.0,4.0,4.0,4.0,5.0,793,793
3336,792,792,,4.0,4.0,6.0,6.0,5.0,6.0,5.0,792,792
3337,783,783,,3.0,3.0,4.0,5.0,5.0,5.0,6.0,783,783
3338,777,777,,3.0,3.0,4.0,4.0,5.0,5.0,4.0,777,777
3339,778,778,,4.0,4.0,5.0,4.0,5.0,5.0,5.0,778,778
3340,779,779,,4.0,4.0,6.0,5.0,5.0,4.0,5.0,779,779
3341,780,780,,4.0,4.0,5.0,6.0,6.0,6.0,6.0,780,780
3342,781,781,,3.0,3.0,5.0,5.0,6.0,6.0,7.0,781,781
3344,782,782,,3.0,3.0,4.0,6.0,4.0,6.0,7.0,782,782
3345,784,784,,3.0,3.0,3.0,3.0,5.0,5.0,3.0,784,784
3346,791,791,,4.0,4.0,5.0,5.0,6.0,7.0,7.0,791,791
3347,785,785,,4.0,4.0,5.0,6.0,6.0,6.0,6.0,785,785
3348,786,786,,3.0,3.0,4.0,5.0,5.0,5.0,5.0,786,786
3349,787,787,,3.0,3.0,4.0,5.0,5.0,6.0,6.0,787,787
3351,788,788,,4.0,4.0,6.0,6.0,7.0,6.0,6.0,788,788
3352,789,789,,4.0,4.0,3.0,5.0,4.0,4.0,5.0,789,789
3353,790,790,,3.0,3.0,4.0,4.0,4.0,5.0,6.0,790,790
3354,1181,1181,,3.0,3.0,4.0,5.0,4.0,5.0,5.0,1181,1181
3355,2364,2364,,4.0,4.0,4.0,5.0,4.0,5.0,5.0,2364,2364
